0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
6,11,10,11,7,1,11,1,7,7,7,11,11,7,7,41,11,40,10,11,11
7,12,12,12,46,2,12,2,46,8,46,12,12,46,46,8,12,0,12,12,12
47,8,10,8,8,2,7,2,8,48,8,8,7,8,8,41,7,40,8,8,7
47,13,10,13,8,2,12,2,8,48,8,13,12,8,8,42,12,41,8,13,12
7,11,10,11,7,1,11,1,7,48,7,11,11,7,7,42,11,41,11,11,11
46,8,8,8,8,1,8,1,8,47,8,8,8,8,8,41,8,40,8,8,8
47,11,10,11,7,1,11,1,7,48,7,11,11,7,7,48,11,47,7,11,11
7,12,10,12,8,1,11,1,8,8,8,12,11,8,8,40,11,39,8,12,11
46,11,10,11,7,1,11,1,7,47,7,11,11,7,7,1,11,39,7,11,11
44,48,48,48,48,1,48,1,47,45,48,48,48,47,48,1,48,0,48,48,48
47,9,8,9,9,2,9,3,9,47,9,9,9,9,9,3,9,41,9,9,9
7,12,11,12,7,2,11,2,7,8,7,12,11,7,7,2,11,1,12,12,11
47,11,8,11,8,1,8,2,8,47,8,11,8,8,8,40,8,39,8,11,8
6,47,46,47,47,41,46,41,47,48,47,47,46,47,47,41,46,40,47,47,46
6,52,50,52,48,41,51,41,47,48,48,52,51,47,48,41,51,0,47,52,51
7,48,47,48,48,42,47,42,48,8,48,48,47,48,48,42,47,1,48,48,47
47,51,48,51,48,41,51,41,48,47,48,51,51,48,48,2,51,1,48,51,51
46,52,50,52,47,41,51,41,47,48,47,52,51,47,47,7,51,6,51,52,51
6,52,51,52,7,2,52,2,7,48,7,52,52,7,7,42,52,41,7,52,52
6,11,11,11,7,1,11,1,7,7,7,11,11,7,7,40,11,39,11,11,11
7,12,11,12,11,2,11,2,11,7,11,12,11,11,11,42,11,0,11,12,11
47,7,7,7,8,1,7,1,7,48,8,7,7,7,8,48,7,40,7,7,7
47,51,49,51,47,1,50,1,47,48,47,51,50,47,47,41,50,40,48,51,50
6,47,47,47,47,1,46,1,47,7,47,47,46,47,47,1,46,0,46,47,46
6,49,47,49,47,1,48,1,47,7,47,49,48,47,47,1,48,0,47,49,48
7,48,47,48,47,2,47,2,47,8,47,48,47,47,47,2,47,1,47,48,47
47,6,49,6,6,2,6,2,6,47,6,6,6,6,6,1,6,0,6,6,6
7,48,48,48,48,41,48,42,48,8,48,48,48,48,48,42,48,1,48,48,48
7,12,12,12,12,1,12,2,12,8,12,12,12,12,12,8,12,1,12,12,12
47,48,49,48,48,42,47,42,48,9,48,48,47,48,48,2,47,1,48,48,47
46,51,9,51,7,1,9,1,7,47,7,51,9,7,7,47,9,46,9,51,9
46,7,6,7,6,1,6,2,6,47,6,7,6,6,6,1,6,0,6,7,6
7,47,46,47,47,2,46,2,47,42,47,47,46,47,47,2,46,1,47,47,46
6,47,47,47,46,40,46,40,46,7,46,47,46,46,46,1,46,0,46,47,46
6,50,49,50,46,1,49,1,46,7,46,50,49,46,46,1,49,0,49,50,49
7,12,10,12,47,2,11,2,47,7,47,12,11,47,47,42,11,7,47,12,11
45,48,47,48,46,41,48,41,46,46,46,48,48,46,46,1,48,0,47,48,48
7,11,11,11,7,1,11,1,7,8,7,11,11,7,7,41,11,41,11,11,11
6,12,10,12,7,1,11,1,7,8,7,12,11,7,7,1,11,0,11,12,11
7,51,50,51,7,2,50,2,7,8,7,51,50,7,7,42,50,1,7,51,50
44,49,47,49,45,2,48,2,45,46,45,49,48,45,45,2,48,1,45,49,48
6,11,10,11,46,39,11,39,46,7,46,11,11,46,46,7,11,0,11,11,11
49,54,53,54,49,2,53,2,49,50,49,54,53,49,49,43,53,42,9,54,53
45,50,49,50,7,1,50,2,7,46,7,50,50,7,7,46,50,0,50,50,50
7,12,11,12,8,1,11,1,8,8,8,12,11,8,8,40,11,39,12,12,11
7,12,10,12,7,2,11,2,7,8,7,12,11,7,7,2,11,1,48,12,11
45,50,49,50,46,2,50,2,46,47,46,50,50,46,46,1,50,0,50,50,50
47,11,8,11,7,1,10,1,7,47,7,11,10,7,7,40,10,39,7,11,10
48,9,8,9,9,2,8,2,9,49,9,9,8,9,9,41,8,40,9,9,8
45,7,6,7,7,1,6,1,7,46,7,7,6,7,7,40,6,39,7,7,6
46,12,11,12,46,1,12,41,46,8,46,12,12,46,46,8,12,40,46,12,12
47,51,50,51,47,2,51,2,47,47,47,51,51,47,47,9,51,40,13,51,51
45,49,48,49,46,39,49,39,46,46,46,49,49,46,46,1,49,0,48,49,49
8,12,11,12,6,0,11,0,6,8,6,12,11,6,6,0,11,0,11,12,11
46,51,50,51,7,41,51,41,7,47,7,51,51,7,7,1,51,0,51,51,51
7,12,46,12,46,2,46,2,48,8,46,12,46,48,46,42,46,41,46,12,46
6,52,49,52,48,0,47,1,48,48,48,52,47,48,48,42,47,41,47,52,47
46,7,7,7,7,1,7,1,7,47,7,7,7,7,7,2,7,39,7,7,7
47,11,10,11,7,1,11,1,7,7,7,11,11,7,7,40,11,47,10,11,11
47,12,11,12,48,42,12,42,48,8,48,12,12,48,48,8,12,1,48,12,12
44,49,48,49,48,39,48,39,48,45,48,49,48,48,48,0,48,6,48,49,48
8,13,11,13,48,1,12,1,48,8,48,13,12,48,48,42,12,41,12,13,12
5,46,45,46,11,1,45,1,11,41,11,46,45,11,11,41,45,40,46,46,45
46,48,48,48,48,42,48,42,48,8,48,48,48,48,48,43,48,0,48,48,48
6,12,10,12,8,1,11,1,7,8,8,12,11,7,8,1,11,0,8,12,11
46,49,49,49,47,56,49,56,47,47,47,49,49,47,47,8,49,8,48,49,49
46,48,48,48,47,55,48,55,47,46,47,48,48,47,47,2,48,1,47,48,48
47,12,9,12,8,2,11,3,8,48,8,12,11,8,8,2,11,1,8,12,11
7,12,12,12,45,2,12,2,45,8,45,12,12,45,45,2,12,1,12,12,12
47,52,51,52,48,42,51,42,48,48,48,52,51,48,48,1,51,0,52,52,51
7,12,11,12,8,2,11,2,8,8,8,12,11,8,8,2,11,1,7,12,11
46,51,50,51,46,40,50,40,46,47,46,51,50,46,46,41,50,40,46,51,50
47,11,9,11,7,1,10,1,7,47,7,11,10,7,7,1,10,0,8,11,10
47,52,51,52,6,1,52,1,6,48,6,52,52,6,6,1,52,0,52,52,52
48,53,51,53,49,42,52,42,49,49,49,53,52,49,49,42,52,41,49,53,52
47,52,51,52,48,2,51,2,48,48,48,52,51,48,48,1,51,0,51,52,51
6,11,48,11,47,1,11,1,47,7,47,11,11,47,47,7,11,6,47,11,11
6,11,9,11,7,2,10,2,7,7,7,11,10,7,7,7,10,0,11,11,10
34,12,11,12,7,2,12,2,7,8,7,12,12,7,7,2,12,1,12,12,12
8,12,11,12,11,1,12,1,11,8,11,12,12,11,11,45,12,44,12,12,12
46,12,11,12,46,41,11,41,46,8,46,12,11,46,46,41,11,40,46,12,11
48,53,51,53,6,34,52,42,6,48,6,53,52,6,6,0,52,40,52,53,52
8,13,48,13,47,2,47,2,47,9,47,13,47,47,47,2,47,40,47,13,47
6,11,10,11,47,41,11,42,47,7,47,11,11,47,47,7,11,6,11,11,11
47,7,7,7,7,1,7,1,7,48,7,7,7,7,7,48,7,39,7,7,7
7,51,49,51,47,2,50,41,47,47,47,51,50,47,47,41,50,40,47,51,50
6,11,47,11,46,2,47,2,46,7,46,11,11,46,46,1,11,0,46,11,47
7,12,11,12,47,1,12,1,47,8,47,12,12,47,47,8,12,7,12,12,12
45,50,50,50,50,40,50,40,50,7,50,50,50,50,50,1,50,0,50,50,50
7,52,50,52,48,41,51,42,48,8,48,52,51,48,48,42,51,1,48,52,51
7,12,12,12,12,2,12,2,12,8,12,12,12,12,12,1,12,0,12,12,12
47,7,6,7,7,0,6,1,7,47,7,7,6,7,7,0,6,47,7,7,6
5,10,9,10,6,40,9,40,6,47,6,10,9,6,6,47,9,46,50,10,9
7,12,11,12,8,1,12,1,8,8,8,12,12,8,8,42,12,41,12,12,12
6,47,46,47,48,41,47,41,48,7,48,47,47,48,48,1,47,0,48,47,47
47,12,11,12,7,3,11,3,7,48,7,12,11,7,7,48,11,1,12,12,11
7,12,11,12,46,1,11,2,46,7,46,12,11,46,46,1,11,0,11,12,11
7,12,11,12,8,41,12,41,8,9,8,12,12,8,8,41,12,40,8,12,12
6,11,9,11,7,1,10,1,7,7,7,11,10,7,7,40,10,39,7,11,10
6,10,9,10,7,2,10,2,7,7,7,10,10,7,7,1,10,0,7,10,10
5,9,9,9,7,0,9,1,7,6,7,9,9,7,7,41,9,40,8,9,9
6,11,11,11,11,42,11,42,11,7,11,11,11,11,11,7,11,0,11,11,11
5,10,9,10,9,0,10,0,9,47,9,10,10,9,9,41,10,40,10,10,10
47,8,7,8,6,1,7,1,6,48,6,8,7,6,6,1,7,0,6,8,7
46,12,48,12,47,1,11,1,47,8,47,12,11,47,47,8,11,0,47,12,11
47,47,48,47,48,41,47,41,48,48,48,47,47,48,48,41,47,40,47,47,47
46,11,48,11,47,42,11,42,47,7,47,11,11,47,47,1,11,0,48,11,11
7,12,47,12,46,41,12,41,46,8,46,12,12,46,46,8,12,7,46,12,12
7,12,11,12,46,2,11,2,46,8,46,12,11,46,46,1,11,0,11,12,11
46,7,7,7,7,1,7,1,7,47,7,7,7,7,7,40,7,39,7,7,7
46,51,10,51,46,40,50,40,46,47,46,51,50,46,46,47,50,46,46,51,50
6,52,51,52,47,41,51,41,47,48,47,52,51,47,47,41,51,0,47,52,51
44,48,47,48,47,0,47,0,47,45,47,48,47,47,47,0,47,6,47,48,47
7,47,47,47,47,41,47,41,47,7,47,47,47,47,47,41,47,0,47,47,47
46,11,10,11,47,42,11,42,47,7,47,11,11,47,47,1,11,0,11,11,11
45,49,47,49,46,40,48,41,46,8,46,49,48,46,46,7,48,7,46,49,48
49,11,10,11,9,45,11,45,9,8,9,11,11,9,9,44,11,43,10,11,11
47,49,49,49,48,42,49,42,48,48,48,49,49,48,48,2,49,1,48,49,49
7,12,11,12,7,2,11,2,7,47,7,12,11,7,7,2,11,1,11,12,11
46,11,10,11,7,1,11,1,7,46,7,11,11,7,7,1,11,0,7,11,11
47,52,51,52,47,1,51,1,47,48,47,52,51,47,47,41,51,40,51,52,51
47,52,50,52,48,42,51,42,48,48,48,52,51,48,48,1,51,0,48,52,51
7,12,11,12,46,2,11,2,46,8,46,12,11,46,46,1,11,0,46,12,11
7,49,48,49,48,42,48,42,48,44,48,49,48,48,48,2,48,1,48,49,48
7,12,11,12,12,1,11,1,12,8,12,12,11,12,12,8,11,40,12,12,11
46,12,49,12,46,2,12,2,46,47,46,12,12,46,46,40,12,39,12,12,12
8,52,51,52,48,42,52,42,48,8,48,52,52,48,48,1,52,0,48,52,52
7,11,10,11,7,1,11,1,7,8,7,11,11,7,7,1,11,7,11,11,11
6,10,50,10,6,1,50,2,6,47,6,10,50,6,6,47,50,46,7,10,50
6,11,10,11,48,1,11,1,48,8,48,11,11,48,48,42,11,7,47,11,11
7,11,11,11,7,1,11,2,7,8,7,11,11,7,7,8,11,0,11,11,11
7,51,50,51,48,42,51,42,48,8,48,51,51,48,48,2,51,1,50,51,51
6,47,47,47,47,41,47,41,47,7,47,47,47,47,47,42,47,40,47,47,47
7,12,11,12,8,3,12,3,8,8,8,12,12,8,8,41,12,40,12,12,12
7,49,48,49,7,2,48,2,7,46,7,49,48,7,7,2,48,1,47,49,48
6,11,10,11,7,2,10,2,7,47,7,11,10,7,7,1,10,0,10,11,10
5,10,7,10,6,1,8,2,6,6,6,10,8,6,6,1,8,0,6,10,8
7,12,11,12,8,2,11,2,8,8,8,12,11,8,8,41,11,40,12,12,11
7,12,11,12,8,1,11,1,8,8,8,12,11,8,8,40,11,39,11,12,11
46,12,11,12,8,1,12,2,8,9,8,12,12,8,8,2,12,39,8,12,12
8,13,12,13,9,3,12,3,9,9,9,13,12,9,9,42,12,40,9,13,12
47,11,10,11,10,42,11,42,10,7,10,11,11,10,10,42,11,41,10,11,11
42,13,47,13,47,2,47,2,47,9,47,13,47,47,47,2,47,1,47,13,47
48,10,9,10,8,2,9,2,8,49,8,10,9,8,8,42,9,41,8,10,9
45,50,49,50,6,39,49,40,6,46,6,50,49,6,6,46,49,0,7,50,49
46,11,10,11,10,42,11,42,10,7,10,11,11,10,10,0,11,6,10,11,11
6,11,10,11,6,1,10,1,6,7,6,11,10,6,6,42,10,41,10,11,10
6,11,10,11,7,1,10,1,47,7,7,11,10,47,7,7,10,6,47,11,10
47,51,49,51,47,42,51,42,47,47,47,51,51,47,47,1,51,0,47,51,51
7,48,47,48,47,41,47,41,47,8,47,48,47,47,47,2,47,1,47,48,47
7,48,48,48,48,2,48,2,48,7,48,48,48,48,48,42,48,41,48,48,48
45,11,11,11,7,1,11,1,7,7,7,11,11,7,7,41,11,40,11,11,11
45,51,49,51,46,40,50,40,46,47,46,51,50,46,46,7,50,40,50,51,50
47,8,7,8,47,1,7,1,47,47,47,8,7,47,47,40,7,39,7,8,7
7,12,12,12,46,2,12,2,45,8,46,12,12,45,46,2,12,1,12,12,12
47,48,48,48,48,1,48,1,48,43,48,48,48,48,48,2,48,1,48,48,48
6,11,10,11,7,1,11,1,7,8,7,11,11,7,7,1,11,0,7,11,11
6,12,11,12,7,1,11,1,7,7,7,12,11,7,7,1,11,0,11,12,11
47,50,49,50,48,2,50,3,48,47,48,50,50,48,48,2,50,1,48,50,50
46,8,7,8,8,1,7,1,8,47,8,8,7,8,8,41,7,40,8,8,7
7,48,47,48,47,2,47,2,47,8,47,48,47,47,47,2,47,1,47,48,47
46,12,10,12,7,41,11,41,7,8,7,12,11,7,7,41,11,40,11,12,11
8,48,48,48,48,42,48,42,48,8,48,48,48,48,48,42,48,41,48,48,48
45,49,47,49,46,2,47,2,46,8,46,49,47,46,46,1,47,0,46,49,47
47,52,50,52,7,42,51,42,7,7,7,52,51,7,7,1,51,0,50,52,51
7,12,9,12,47,3,11,3,47,8,47,12,11,47,47,2,11,1,47,12,11
47,11,10,11,48,42,11,42,48,7,48,11,11,48,48,1,11,0,10,11,11
7,12,11,12,8,3,12,3,8,8,8,12,12,8,8,2,12,1,12,12,12
6,52,50,52,47,41,47,41,47,7,48,52,47,47,47,41,47,40,47,52,47
47,8,9,8,8,2,8,2,8,48,8,8,8,8,8,41,8,40,8,8,8
8,12,10,12,8,1,12,41,8,8,8,12,12,8,8,1,12,0,8,12,12
46,13,12,13,46,2,13,2,46,46,46,13,13,46,46,2,13,1,13,13,13
6,12,10,12,7,1,11,1,7,7,7,12,11,7,7,7,11,0,11,12,11
47,8,8,8,8,2,8,2,8,48,8,8,8,8,8,41,8,40,8,8,8
6,46,46,46,46,2,46,2,46,42,46,46,46,46,46,1,46,0,46,46,46
46,12,47,12,47,39,47,39,47,7,47,12,47,47,47,1,47,0,47,12,47
46,12,11,12,8,1,11,2,11,47,8,12,11,11,8,48,11,47,11,12,11
7,47,46,47,45,2,46,2,45,8,45,47,46,45,45,41,46,1,47,47,46
47,5,50,5,48,42,5,42,48,48,48,5,5,48,48,1,5,0,5,5,5
47,11,10,11,7,1,11,1,7,47,7,11,11,7,7,1,11,0,7,11,11
43,48,47,48,47,40,47,40,47,9,47,48,47,47,47,2,47,1,47,48,47
6,12,10,12,7,1,11,2,7,7,7,12,11,7,7,41,11,40,10,12,11
47,52,52,52,52,1,52,1,52,48,52,52,52,52,52,1,52,0,52,52,52
46,12,48,12,7,42,11,42,7,8,7,12,11,7,7,1,11,0,48,12,11
43,48,47,48,45,39,47,39,45,44,45,48,47,45,45,0,47,7,47,48,47
7,12,11,12,7,1,11,1,7,8,7,12,11,7,7,40,11,39,11,12,11
7,53,9,53,7,2,52,2,7,7,7,53,52,7,7,42,52,41,8,53,52
6,11,10,11,7,42,11,42,7,7,7,11,11,7,7,7,11,0,11,11,11
6,51,50,51,47,3,51,3,47,47,47,51,51,47,47,42,51,41,51,51,51
5,7,7,7,7,1,7,1,7,47,7,7,7,7,7,40,7,39,7,7,7
7,49,48,49,47,42,48,42,47,8,47,49,48,47,47,8,48,7,48,49,48
6,50,8,50,7,1,8,1,7,7,7,50,8,7,7,40,8,39,7,50,8
45,50,10,50,7,40,11,40,7,46,7,50,11,7,7,1,11,0,11,50,11
7,12,10,12,8,1,11,1,8,48,8,12,11,8,8,41,11,40,8,12,11
47,11,10,11,7,1,11,1,7,47,7,11,11,7,7,40,11,0,7,11,11
41,12,11,12,12,2,12,2,12,8,12,12,12,12,12,8,12,7,12,12,12
7,48,47,48,47,2,47,2,47,8,47,48,47,47,47,41,47,40,47,48,47
47,8,8,8,8,2,7,2,8,48,8,8,7,8,8,42,7,41,8,8,7
6,47,46,47,47,41,47,41,47,8,47,47,47,47,47,8,47,1,47,47,47
46,52,51,52,7,1,51,1,7,48,7,52,51,7,7,47,51,41,7,52,51
46,51,50,51,46,40,50,40,46,47,46,51,50,46,46,47,50,46,51,51,50
6,11,10,11,7,1,10,1,7,7,7,11,10,7,7,0,10,44,49,11,10
42,47,47,47,48,40,47,41,48,43,48,47,47,48,48,2,47,1,47,47,47
7,47,11,47,47,41,11,41,47,8,47,47,11,47,47,8,11,7,47,47,11
6,11,11,11,7,1,11,1,7,48,7,11,11,7,7,40,11,39,7,11,11
46,6,6,6,6,1,6,1,6,47,6,6,6,6,6,1,6,0,6,6,6
42,47,46,47,47,39,46,40,47,43,47,47,46,47,47,2,46,1,47,47,46
45,10,48,10,6,0,10,0,6,45,6,10,10,6,6,0,10,38,6,10,10
6,12,11,12,47,1,11,1,47,8,47,12,11,47,47,41,11,40,11,12,11
6,45,45,45,46,39,45,39,46,7,46,45,45,46,46,1,45,0,46,45,45
47,49,49,49,48,42,49,42,48,8,48,49,49,48,48,1,49,41,48,49,49
44,48,46,48,48,41,47,42,48,7,7,48,47,48,48,1,47,0,48,48,47
47,7,6,7,7,2,6,2,7,48,7,7,6,7,7,2,6,1,7,7,6
47,7,11,7,7,1,11,1,7,47,7,7,11,7,7,2,11,1,7,7,11
7,12,11,12,7,2,11,2,7,8,7,12,11,7,7,1,11,0,12,12,11
6,11,10,11,7,1,11,1,7,7,7,11,11,7,7,40,11,39,11,11,11
47,11,10,11,7,0,10,1,7,47,7,11,10,7,7,40,10,39,7,11,10
7,12,11,12,48,42,11,42,48,8,48,12,11,48,48,8,11,7,48,12,11
47,51,49,51,47,42,51,43,47,48,47,51,51,47,47,1,51,41,5,51,51
46,11,48,11,47,42,48,42,47,7,47,11,48,47,47,7,48,0,48,11,48
46,11,9,11,6,1,10,1,6,47,6,11,10,6,6,1,10,0,6,11,10
6,46,8,46,48,1,46,1,48,6,48,46,46,48,48,55,46,54,47,46,46
46,11,10,11,7,1,10,1,7,7,7,11,10,7,7,40,10,39,6,11,10
41,46,46,46,47,2,46,2,47,42,47,46,46,47,47,1,46,0,46,46,46
45,7,48,7,7,2,7,2,7,45,7,7,7,7,7,1,7,1,7,7,7
5,7,7,7,6,1,7,1,6,6,6,7,7,6,6,1,7,0,6,7,7
6,51,8,51,47,2,50,2,47,47,47,51,50,47,47,41,50,40,7,51,50
6,10,9,10,7,1,10,1,7,46,7,10,10,7,7,47,10,46,8,10,10
7,12,11,12,48,2,11,2,48,8,48,12,11,48,48,2,11,1,48,12,11
46,11,10,11,7,1,10,1,7,47,7,11,10,7,7,1,10,0,7,11,10
7,12,10,12,8,2,11,2,8,8,8,12,11,8,8,40,11,39,8,12,11
45,47,47,47,47,41,47,41,47,46,47,47,47,47,47,41,47,40,47,47,47
7,12,11,12,7,1,11,1,7,8,7,12,11,7,7,41,11,40,11,12,11
46,13,12,13,47,2,12,42,47,47,47,13,12,47,47,2,12,1,13,13,12
40,46,46,46,46,37,45,39,46,41,46,46,45,46,46,41,45,6,46,46,45
47,52,51,52,8,2,51,2,8,48,8,52,51,8,8,42,51,41,8,52,51
47,12,11,12,7,1,11,1,7,47,7,12,11,7,7,40,11,39,7,12,11
5,9,8,9,48,41,46,41,48,5,48,9,46,48,48,41,46,40,47,9,46
47,52,51,52,47,40,51,40,47,48,47,52,51,47,47,41,51,0,51,52,51
7,12,12,12,12,2,12,2,12,8,12,12,12,12,12,2,12,1,12,12,12
47,53,52,53,48,42,52,42,48,48,48,53,52,48,48,1,52,0,53,53,52
6,11,45,11,46,2,45,2,46,7,46,11,45,46,46,1,45,0,46,11,45
7,12,11,12,7,0,11,0,7,8,7,12,11,7,7,0,11,40,11,12,11
47,9,8,9,8,2,9,2,8,47,8,9,9,8,8,2,9,39,9,9,9
46,48,48,48,47,41,47,1,47,8,47,48,47,47,47,1,47,0,47,48,47
45,50,49,50,46,1,50,1,46,46,46,50,50,46,46,1,50,0,50,50,50
29,12,11,12,7,0,11,0,7,8,7,12,11,7,7,47,11,46,11,12,11
45,49,48,49,47,42,49,42,47,7,47,49,49,47,47,1,49,0,48,49,49
7,12,11,12,46,2,11,2,46,8,46,12,11,46,46,8,11,7,46,12,11
6,12,11,12,12,1,11,1,12,7,12,12,11,12,12,7,11,0,11,12,11
46,11,10,11,46,1,11,41,46,7,46,11,11,46,46,1,11,0,46,11,11
48,8,7,8,8,41,7,41,8,49,8,8,7,8,8,41,7,40,8,8,7
6,10,9,10,7,1,10,1,7,46,7,10,10,7,7,42,10,0,10,10,10
48,12,11,12,8,2,12,2,8,48,8,12,12,8,8,41,12,40,8,12,12
7,49,48,49,47,3,48,3,47,46,47,49,48,47,47,2,48,1,48,49,48
47,12,49,12,48,42,12,42,48,8,48,12,12,48,48,1,12,0,48,12,12
47,51,51,51,47,41,51,41,47,47,47,51,51,47,47,0,51,40,51,51,51
47,52,50,52,6,41,51,41,6,48,6,52,51,6,6,0,51,40,5,52,51
43,48,47,48,47,40,47,41,47,44,47,48,47,47,47,1,47,0,47,48,47
44,48,48,48,46,1,48,2,46,45,46,48,48,46,46,1,48,0,48,48,48
6,46,47,46,46,1,46,1,46,7,46,46,46,46,46,41,46,40,46,46,46
47,8,48,8,8,42,47,42,8,9,8,8,47,8,8,2,47,1,8,8,47
6,11,9,11,7,2,10,2,7,8,7,11,10,7,7,1,10,0,7,11,10
6,11,10,11,7,1,11,1,7,8,7,11,11,7,7,1,11,0,7,11,11
6,52,50,52,47,41,51,42,47,48,47,52,51,47,47,1,51,0,51,52,51
45,49,48,49,46,1,49,1,46,7,46,49,49,46,46,0,49,0,47,49,49
5,6,7,6,6,1,6,1,6,47,6,6,6,6,6,1,6,0,6,6,6
6,53,52,53,7,42,52,43,6,7,7,53,52,6,7,1,52,0,52,53,52
47,11,10,11,7,1,11,1,7,7,7,11,11,7,7,1,11,0,7,11,11
7,51,50,51,50,1,50,1,50,47,50,51,50,50,50,47,50,46,51,51,50
7,12,11,12,8,1,11,2,8,8,8,12,11,8,8,8,11,7,12,12,11
8,48,48,48,48,41,48,42,48,9,48,48,48,48,48,2,48,1,48,48,48
42,48,47,48,47,1,48,1,47,44,47,48,48,47,47,0,48,0,47,48,48
46,12,11,12,7,1,11,1,7,47,7,12,11,7,7,41,11,40,7,12,11
47,52,51,52,6,41,51,41,6,48,6,52,51,6,6,48,51,47,6,52,51
6,49,48,49,7,2,48,2,7,7,7,49,48,7,7,1,48,0,48,49,48
7,45,47,45,46,39,45,39,46,7,46,45,45,46,46,1,45,0,46,45,45
47,51,50,51,7,40,51,40,7,47,7,51,51,7,7,46,51,45,51,51,51
45,49,48,49,48,1,48,1,48,45,48,49,48,48,48,1,48,0,48,49,48
46,12,12,12,47,2,12,2,46,8,47,12,12,46,47,41,12,40,47,12,12
45,49,49,49,48,43,49,43,48,46,48,49,49,48,48,55,49,54,49,49,49
46,11,48,11,46,41,49,41,46,46,46,11,49,46,46,1,49,0,47,11,49
7,12,48,12,47,2,48,2,47,45,47,12,48,47,47,8,48,7,47,12,48
6,11,10,11,7,1,11,2,7,7,7,11,11,7,7,1,11,0,10,11,11
45,50,50,50,7,1,50,1,7,46,7,50,50,7,7,1,50,0,50,50,50
45,49,48,49,47,1,48,2,47,46,47,49,48,47,47,1,48,0,47,49,48
46,11,10,11,7,1,10,1,7,47,7,11,10,7,7,41,10,40,10,11,10
47,52,51,52,48,1,51,1,48,48,48,52,51,48,48,42,51,41,7,52,51
6,46,10,46,46,22,10,22,46,41,46,46,10,46,46,41,10,40,46,46,10
7,51,50,51,47,42,50,42,47,47,47,51,50,47,47,41,50,40,46,51,50
7,47,47,47,47,41,47,41,47,8,47,47,47,47,47,2,47,1,47,47,47
7,48,47,48,48,2,47,2,48,43,48,48,47,48,48,2,47,1,48,48,47
43,48,48,48,7,2,47,2,7,8,7,48,47,7,7,2,47,1,48,48,47
47,4,47,4,47,42,47,42,47,0,47,4,47,47,47,0,47,0,47,4,47
45,50,50,50,50,40,50,40,50,46,50,50,50,50,50,1,50,0,50,50,50
6,6,7,6,6,1,6,1,6,47,6,6,6,6,6,1,6,0,6,6,6
8,13,12,13,8,3,12,3,8,46,8,13,12,8,8,2,12,1,12,13,12
9,47,46,47,9,41,46,41,9,10,9,47,46,9,9,41,46,40,9,47,46
47,14,47,14,47,42,47,42,47,9,47,14,47,47,47,41,47,1,47,14,47
6,48,48,48,48,41,48,42,48,7,48,48,48,48,48,8,48,7,48,48,48
46,51,49,51,5,41,50,41,5,47,5,51,50,5,5,0,50,0,5,51,50
7,12,10,12,8,2,11,2,8,8,8,12,11,8,8,40,11,0,8,12,11
47,7,9,7,7,1,7,1,7,48,7,7,7,7,7,40,7,39,7,7,7
7,12,11,12,47,2,12,2,47,8,47,12,12,47,47,2,12,1,47,12,12
6,11,10,11,7,1,10,1,7,7,7,11,10,7,7,41,10,40,10,11,10
44,13,48,13,46,1,48,1,46,45,46,13,48,46,46,8,48,7,46,13,48
47,12,11,12,7,1,12,1,7,8,8,12,12,7,7,8,12,0,12,12,12
7,13,11,13,8,2,12,2,8,8,8,13,12,8,8,41,12,40,8,13,12
46,51,50,51,47,41,51,41,47,47,47,51,51,47,47,1,51,0,50,51,51
